"date","country_code","admin1","city","gender","type","impact","mood","theme","perspective","recurring","lucidity","keywords","sentiment_neg","sentiment_neu","sentiment_pos","valence_mean","arousal_mean","dominance_mean","emotions_top3","year","month","mean_rad","max_rad","sum_rad","data_type","year_month"
2025-01-17,"CA","ON","Mississauga","Woman","negative","low","concern","attacking someone","1st person","no","partial","mall, family, telepathic, assult",0.349378678452408,0.498691495861973,0.18082738347467,5.81505198091627,3.90649578755345,5.57454854766817,"gratitude:0.0819238601917667, anger:0.07896003774034657, confusion:0.07797680904955737",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-18,"CA","ON","Mississauga",NA,"standard","low","adventurous","being chased","shifting","no","none","jungle, trecherous, creature, chasing, athleticism",0.330713334744344,0.524804531300645,0.155543159200753,5.80439043612331,3.94883876596705,5.61525162247161,"excitement:0.092428021132946, nervousness:0.08694374188780785, confusion:0.07928747497498989",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-19,"CA","ON","Mississauga",NA,"negative","low","fear","being chased","shifting","no","none","running, hallway",0.317853912323542,0.53028427452856,0.160245023453414,5.82522059261719,3.95855234630297,5.56505322232791,"nervousness:0.1070591926574707, confusion:0.09697111584246158, surprise:0.0813717044889927",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-20,"CA","ON","Mississauga","Transgender Man","positive","moderate","gratitude","being in a video game","1st person","no","none","platformer, classmate, food, touched",0.323759879957647,0.555274356823132,0.150878422496163,5.83615864074528,3.92914104420173,5.57906712800157,"caring:0.09848363660275936, excitement:0.07822345271706581, realization:0.06790012568235397",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-22,"CA","ON","Mississauga",NA,"negative","low","worry","home invasion / robbery","shifting","no","none","car, sunrise, strange, reversed, running",0.321257782128515,0.535626214933772,0.132874811853508,5.80192920997782,3.93490813077302,5.60908870741553,"excitement:0.1142284309237518, confusion:0.08113228326494043, curiosity:0.07810275663029063",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-23,"CA","ON","Mississauga","Woman","positive","low","contentment","achieving a desire/goal","1st person","no","none","asked, dad, laugh, initially, nervous",0.263771116386268,0.512529733967231,0.153878794599674,5.83090639886269,3.95149214601023,5.62202466816074,"nervousness:0.18349232090016207, amusement:0.15309513670702776, fear:0.05106932080040375",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-24,"CA","ON","Mississauga","Woman","negative","low","defeated","unsatisfying or negative social situation","1st person","no","partial","library, friend, books, birthday, gift",0.32369331253996,0.546936854521781,0.183336576486352,5.78334902732452,3.96621694562044,5.56515101785814,"disappointment:0.18226080061867833, desire:0.07006400497630239, sadness:0.059934506425634027",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-27,"CA","ON","Mississauga","Woman","standard","moderate","humorous","being at a movie or theater","shifting","theme","none","movie, crowdwork, game, concert, intestines",0.308581094311411,0.544703559017417,0.144325332987024,5.81072644794427,3.92907674822701,5.59783408188904,"confusion:0.10499624701009856, curiosity:0.06563366473548943, realization:0.06349574422670735",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-01-27,"CA","ON","Mississauga","Woman","negative","low","annoyance","being chased","1st person","no","partial","footsteps, vet",0.348744169425897,0.5114867531839,0.178857300794945,5.81040255740997,3.92739800182463,5.6379360866333,"nervousness:0.13138207476586103, confusion:0.11278453022241593, annoyance:0.06189742665737867",2025,1,44.621985,285.519989,72063.10586,"synthetic",2025-01-01
2025-02-02,"CA","ON","Mississauga","Woman","negative","moderate","anxiety","being sick or unhealthy","1st person","no","none","spat, teeth, barely, recognized",0.50503,0.44073,0.05424,5.73,3.881,5.627,"confusion:0.11535955592989922, surprise:0.07768698781728745, realization:0.07504624873399734",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-02,"CA","ON","Mississauga","Woman","standard","low","pride","playing a sport","1st person","no","none","taekwondo, class, kicking, butt, drills",0.05899,0.5404,0.40061,5.768,3.834,5.721,"confusion:0.177717924118042, curiosity:0.09793313220143318, surprise:0.07385546527802944",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-03,"CA","ON","Mississauga","Woman","standard","low","calmness","eating disgusting foods","1st person","no","none","nose, bleeding, slathering, toast, butter",0.85111,0.12872,0.02018,5.409,3.726,5.33,"embarrassment:0.11971257627010344, nervousness:0.10047326236963272, disgust:0.0778600350022316",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-03,"CA","ON","Mississauga","Woman","negative","moderate","adventurous","falling or being about to fall","1st person","no","none","skyscrapers, falling",0.19016,0.48202,0.32782,5.863,4.105,5.442,"excitement:0.17470679432153702, surprise:0.10423403605818748, realization:0.06233937107026577",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-04,"CA","ON","Mississauga","Woman","negative","high","anxiety","being locked up or imprisoned","1st person","no","total","horror, trapped, disappeared",0.47809,0.46752,0.05439,5.595,4.065,5.34,"anger:0.12128740386106074, annoyance:0.118322140770033, confusion:0.07085549458861351",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-04,"CA","ON","Mississauga","Woman","standard","low","adventurous","swimming","3rd person","no","none","swimming, killer, whale, feeding",0.29554,0.50762,0.19683,5.789,4.24,5.628,"surprise:0.132345259655267, excitement:0.09900858905166388, curiosity:0.07550512813031673",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-04,"CA","ON","Mississauga","Woman","negative","low","defeated","unsatisfying or negative social situation","1st person","no","partial","library, friend, books, birthday, gift",0.45296,0.16147,0.38557,6.318,3.976,6.023,"disappointment:0.18226080061867833, desire:0.07006400497630239, sadness:0.059934506425634027",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-04,"CA","ON","Mississauga","Woman","standard","low","adventurous","being an animal","1st person","no","none",NA,0.69413,0.28184,0.02403,5.357,4.07,5.363,"disapproval:0.1817651242017746, annoyance:0.12554439281423888, disappointment:0.12120605011781056",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-05,"CA","ON","Mississauga","Woman","standard","moderate","confusion","being at work or working","1st person","content","none","workplace, resigned, renovated, avoid, confused",0.33128,0.55518,0.11354,5.426,3.809,5.44,"nervousness:0.13150255382061005, confusion:0.08363382518291473, fear:0.06599204118053119",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-05,"CA","ON","Mississauga","Woman","negative","moderate","anxiety","being paralyzed by fear","1st person","no","none","reflection",0.05879,0.59919,0.34203,5.83,3.722,5.838,"surprise:0.0883099337418874, confusion:0.07409876522918542, realization:0.07409352685014407",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-05,"CA","ON","Mississauga",NA,"negative","moderate","adventurous","someone else killed or dying","shifting","no","partial","friends, snowy, mountain, died",0.22572,0.6458,0.12848,5.976,3.964,5.585,"confusion:0.139129759122928, surprise:0.13755667954683304, curiosity:0.08639444410800934",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-05,"CA","ON","Mississauga","Woman","negative","moderate","fear","being paralyzed by fear","1st person","no","partial",NA,0.2501,0.35026,0.39964,5.943,3.897,5.594,"confusion:0.1067863091826439, nervousness:0.09582410380244256, fear:0.08974949829280376",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-06,"CA","ON","Mississauga","Woman","standard","low","adventurous","being at or in an ocean, river, lake","1st person","no","none","ocean, breathe, effortlessly",0.01722,0.21309,0.76969,6.609,3.828,5.865,"excitement:0.12402853618065517, caring:0.1206479494770368, surprise:0.07920297235250473",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-06,"CA","ON","Mississauga","Woman","standard","low","triumph","performing incredible physical feats","1st person","no","partial","crawling, church, drills, climbing, fast",0.33345,0.5856,0.08095,5.393,4.068,5.516,"caring:0.06963420550649364, realization:0.068031153952082, anger:0.06276171483720343",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-06,"CA","ON","Mississauga",NA,"standard","low","curiosity","being at school or studying","shifting","no","none","lecture, lecturer, rant, friends, snatch",0.23973,0.67541,0.08485,5.673,3.839,5.448,"confusion:0.09800889449460166, anger:0.08510319901896375, curiosity:0.07317360889698778",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-07,"CA","ON","Mississauga","Woman","standard","moderate","annoyance","being or feeling out of place","1st person","no","partial",NA,0.296,0.54011,0.16388,5.769,3.975,5.624,"annoyance:0.07957094348967075, disapproval:0.07504764944314957, confusion:0.07232610695064068",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-07,"CA","ON","Mississauga",NA,"negative","moderate","frustration","unsatisfying or negative social situation","1st person","content","none","notes, struggled, judge, organization, waste",0.34532,0.6208,0.03387,5.776,3.806,5.836,"confusion:0.2270139951936223, curiosity:0.09621564976193688, disappointment:0.04943496860902418",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-07,"CA","ON","Mississauga","Woman","negative","high","anger","being paralyzed by fear","1st person","no","none","exam, clueless, understand",0.68408,0.29475,0.02117,5.446,3.636,5.579,"confusion:0.28962093343337375, disappointment:0.11831901967525482, annoyance:0.08216173946857452",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-07,"CA","ON","Mississauga",NA,"standard","low","adventurous","being lost","shifting","no","none","street, group, friends, frat, building",0.13543,0.81067,0.0539,5.65,4.145,5.336,"excitement:0.12165591344237328, confusion:0.09802473112940788, curiosity:0.08500148504972457",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-07,"CA","ON","Mississauga",NA,"negative","low","anxiety","being in a threatening situation","1st person","no","none","presentation, deadlines, professor, zero",0.8756,0.11342,0.01099,5.438,3.982,5.263,"confusion:0.13315527350641787, disappointment:0.0851840334944427, disapproval:0.06672061904100701",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-08,"CA","ON","Mississauga","Woman","negative","moderate","defeated","drowning or being about to drown","1st person","no","partial","sinking, water",0.37862,0.56918,0.0522,5.869,3.8,5.504,"confusion:0.10373864322900772, nervousness:0.07517778873443604, realization:0.06375012999134404",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-08,"CA","ON","Mississauga",NA,"negative","low","fear","falling or being about to fall","1st person","no","none","carnival, ferris, wheel",0.26112,0.63753,0.10134,5.655,4.129,5.263,"confusion:0.10330143411244665, surprise:0.08510778578264373, excitement:0.07044866162219218",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-09,"CA","ON","Mississauga",NA,"standard","moderate","nostalgia","being at a location from the past","1st person","no","none","childhood, uncanny",0.30445,0.64553,0.05002,5.612,3.893,5.41,"realization:0.09032167432208855, surprise:0.0857677087187767, excitement:0.07477865476782124",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-09,"CA","ON","Mississauga",NA,"negative","moderate","hopelessness","being chased","shifting","content","partial","underground, incoherent, monster, chased, escape",0.32937,0.5724,0.09823,5.426,4.03,5.471,"confusion:0.1382403527112568, curiosity:0.08953717613921446, annoyance:0.0544784128501573",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-10,"CA","ON","Mississauga",NA,"standard","low","dissatisfied","connecting with people","shifting","no","none","skater",0.16522,0.61806,0.21673,6.003,4.046,5.802,"confusion:0.1362191375810653, desire:0.1267503681010567, disappointment:0.07086607289966196",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-10,"CA","ON","Mississauga",NA,"standard","low","adventurous","committing a crime","shifting","no","none","running, fences, suburbs, escape, pursuer",0.43893,0.49123,0.06983,5.495,4.514,5.488,"excitement:0.1301058866083622, nervousness:0.11693686991930008, desire:0.1085139662027359",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-10,"CA","ON","Mississauga",NA,"standard","low","calmness","breathing under water","shifting","no","partial","underwater",0.20124,0.60095,0.19781,5.894,3.769,5.638,"realization:0.08311407500877976, curiosity:0.07808887399733067, surprise:0.07322071027010679",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-11,"CA","ON","Mississauga",NA,"standard","low","adventurous","visiting another planet, world, moon","3rd person","no","partial","bookstore, missing",0.10847,0.77769,0.11384,5.975,3.823,5.686,"confusion:0.08462438359856606, realization:0.07130245438643865, excitement:0.0610176899603435",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-11,"CA","ON","Mississauga",NA,"negative","moderate","fear","alcohol or drug related issues","1st person","no","none","drugs, chasing, arrested",0.77251,0.21628,0.01121,5.676,4.348,5.174,"confusion:0.12224796041846275, disappointment:0.07689350750297308, remorse:0.06306418031454086",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-11,"CA","ON","Mississauga","Woman","negative","moderate","confusion","unsatisfying or negative social situation","1st person","theme","none","mall, grocery, members, sue, signatures",0.40296,0.51904,0.07799,5.573,3.873,5.719,"realization:0.08618225455284119, disapproval:0.08545323926955462, curiosity:0.0687556441873312",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga","Woman","standard","low","satisfaction","laughing","1st person","no","none","crush",0.19781,0.52327,0.27892,5.785,4.051,5.727,"confusion:0.09595811872610024, relief:0.09221707271145922, realization:0.07737074832298926",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga","Woman","standard","moderate","frustration","technology breaking or misbehaving","1st person","no","none","setup, screen, struggling, minutes, frustrated",0.38406,0.5328,0.08314,5.518,3.813,5.446,"confusion:0.1516416904826959, annoyance:0.09663017621884744, curiosity:0.08667033724486828",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga",NA,"existential","low","empathetic pain","disappointed by friends or family","shifting","no","none","restaurant, printing, pictures, 5000$, crying",0.31617,0.47604,0.20778,5.704,4.074,5.586,"realization:0.08904036157764494, sadness:0.07733451301464811, excitement:0.06547447614138946",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga","Man","positive","moderate","joy","being in nature","1st person","no","none","nice, girlfriend, downtown, toronto, goldfishes",0.00379,0.07475,0.92146,6.321,3.894,5.964,"desire:0.18455855548381803, confusion:0.14780282974243164, excitement:0.10132298618555068",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga",NA,"negative","high","overwhelmed","people behaving unexpectedly","shifting","theme","partial","find, watching, disturbing, communism, drowned",0.29734,0.63016,0.0725,5.675,3.973,5.499,"excitement:0.07415189691395922, curiosity:0.06885664791546085, caring:0.06724724173545837",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-12,"CA","ON","Mississauga",NA,"negative","high","fear","tornadoes, hurricane, typhoons","1st person","no","partial","house, glass, storm",0.43441,0.50969,0.0559,5.636,3.987,5.397,"confusion:0.08690974791534245, surprise:0.08494235831312835, realization:0.07319606328383088",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-13,"CA","ON","Mississauga",NA,"negative","low","amusement","earthquakes","1st person","content","partial","trip, watched, gate, matilda, earthquake",0.2066,0.61779,0.17561,5.724,4.067,5.613,"nervousness:0.10760672652395442, curiosity:0.07775149325607345, excitement:0.06676536705344915",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-13,"CA","ON","Mississauga",NA,"standard","low","adventurous","traveling or vacation","1st person","no","partial","train, faceless",0.30318,0.62252,0.0743,5.729,3.767,5.555,"confusion:0.1257908952732881, surprise:0.08738631134231885, curiosity:0.06313709480067094",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-13,"CA","ON","Mississauga",NA,"standard","low","happiness","connecting with people","1st person","no","none","midnight",0.03656,0.75095,0.21249,5.924,3.631,5.703,"realization:0.07854640483856201, caring:0.07633054877320926, curiosity:0.06610680930316448",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-13,"CA","ON","Mississauga","Woman","negative","moderate","worry","arriving too late","1st person","no","total","rushing",0.53244,0.37508,0.09248,5.75,3.953,5.589,"confusion:0.1107822230884007, nervousness:0.07193511458379882, annoyance:0.06689518064792667",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-14,"CA","ON","Mississauga",NA,"standard","low","fear","discovering new or hidden location(s)","1st person","no","none","familiar, violin",0.27727,0.57482,0.14791,5.763,3.661,5.607,"realization:0.11500055342912674, confusion:0.0828752334096602, surprise:0.0684287968490805",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-14,"CA","ON","Mississauga","Woman","standard","low","adventurous","being at school or studying","1st person","no","partial","school, building, flowers, girlfriend, friends",0.18913,0.69564,0.11523,6.029,3.765,5.697,"excitement:0.0888173979307924, confusion:0.08009288380188602, desire:0.07111863339585918",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-14,"CA","ON","Mississauga","Woman","positive","low","curiosity","creating something","1st person","content","partial","painting, abstract, statues, tidy, pencil",0.25092,0.67668,0.0724,5.394,3.865,5.572,"anger:0.1181997936218977, curiosity:0.08342405082657933, caring:0.08107745670713484",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-15,"CA","ON","Mississauga",NA,"standard","low","obligation","being in a threatening situation","1st person","no","none","investigating, warned, imposter, fought, apprehend",0.33086,0.63039,0.03875,5.565,3.885,5.561,"confusion:0.1248582411557436, curiosity:0.07299189046025276, realization:0.07196795716881751",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-15,"CA","ON","Mississauga",NA,"standard","low","awkwardness / embarrassment","being nude","shifting","no","none","amusement, familiy, elevator, scared, changeroom",0.14196,0.64053,0.21751,6.073,4.067,5.47,"excitement:0.12661915179342031, amusement:0.0958857813384384, desire:0.07668684795498848",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-15,"CA","ON","Mississauga","Woman","standard","low","curiosity","being at or in an ocean, river, lake","1st person","no","none","river, injection, pizza, semi, asleep",0.16803,0.63283,0.19915,5.779,3.831,5.596,"curiosity:0.08104409649968147, confusion:0.0762782230352362, relief:0.06125299498024914",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-15,"CA","ON","Mississauga",NA,"positive","high","confusion","seeing something extraordinary","1st person","no","partial","ageing",0.03783,0.83914,0.12302,5.87,3.89,5.805,"confusion:0.12503203563392162, curiosity:0.0919467769563198, realization:0.07609458702305953",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga","Woman","positive","high","contentment","traveling or vacation","1st person","no","none","cousins, younger",0.03809,0.75602,0.20589,6.031,3.748,5.649,"excitement:0.10763298471768697, curiosity:0.07584614306688309, realization:0.07506220166881879",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga",NA,"standard","low","adventurous","being chased","shifting","no","none","jungle, trecherous, creature, chasing, athleticism",0.37004,0.56579,0.06417,5.622,3.826,5.273,"excitement:0.092428021132946, nervousness:0.08694374188780785, confusion:0.07928747497498989",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga","Woman","standard","low","indifference","being or feeling out of place","1st person","content","none","mall, prayer, dance, dancefloor, friend",0.05538,0.84265,0.10197,5.823,4.021,5.739,"excitement:0.1070537567138672, confusion:0.10156872496008872, curiosity:0.0792031429708004",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga",NA,"standard","low","confusion","traveling or vacation","1st person","content","none","camping, park, tracked, unfamiliar, lost",0.14785,0.76927,0.08288,5.944,3.99,5.572,"confusion:0.11215289756655691, curiosity:0.09221196882426738, surprise:0.06392613090574742",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga",NA,"standard","moderate","adventurous","traveling or vacation","1st person","no","none","brother, lakes, mountains, church",0.14183,0.62253,0.23564,5.699,3.861,5.458,"caring:0.06760329082608223, realization:0.06657026782631874, curiosity:0.06617355607450008",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-16,"CA","ON","Mississauga",NA,"standard","moderate","nostalgia","being at a location from the past","1st person","no","none","old, elementary",0.3094,0.54989,0.14071,5.724,4.212,5.518,"amusement:0.13457479083444923, confusion:0.0897376723587513, nervousness:0.06878678128123283",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-17,"CA","ON","Mississauga","Man","negative","low","fear","apocalypse or post apocalypse","1st person","no","none","dream, chased, city, night, cars",0.42264,0.55221,0.02516,6.18,3.894,5.639,"confusion:0.2030576393008232, surprise:0.0727187916636467, desire:0.06435057272513707",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-17,"CA","ON","Mississauga","Woman","standard","low","calmness","being at work or working","1st person","no","none","work, sunny",0.17161,0.4827,0.34568,6.013,3.954,5.544,"optimism:0.08086682576686144, caring:0.08021604269742966, realization:0.0683545246720314",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-17,"CA","ON","Mississauga",NA,"negative","moderate","anxiety","failing an examination","1st person","theme","partial","accidentally, upset, failed",0.62028,0.35659,0.02313,5.571,3.993,5.504,"confusion:0.14303860068321228, disappointment:0.11485958968599635, remorse:0.08040708800156911",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-17,"CA","ON","Mississauga",NA,"negative","high","fear","discovering new or hidden location(s)","shifting","theme","partial","face, child",0.25343,0.64402,0.10255,6.107,3.853,5.675,"confusion:0.12096480280160904, realization:0.07133939862251282, disapproval:0.06132943592965603",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-17,"CA","ON","Mississauga",NA,"negative","moderate","anxiety","failing to achieve a desire/goal","shifting","content","partial","schedule, mixed, police, sacrifice, game",0.32617,0.58553,0.0883,5.758,4.236,5.651,"confusion:0.1582458635792136, desire:0.07202735915780067, curiosity:0.06790890991687774",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
2025-02-18,"CA","ON","Mississauga",NA,"standard","low","adventurous","holiday","1st person","no","none","pakistan, excited, beach, saw, friend",0.1164,0.33506,0.54854,6.389,4.046,5.761,"excitement:0.1020269329763121, confusion:0.06631506410323912, desire:0.06275834639867146",2025,2,65.1278023801453,336.059997558594,105179.357618762,"real",2025-02-01
